,Restro_name,Restro_link,Avg_rating,Location
94,Big Pitcher,https://www.zomato.com/bangalore/big-pitcher-airport-road?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiNTQzMDkiLCI1MDU2NSIsIjE4Mzg1NDQzIiwiMTg1NDM1NDYiLDU3ODMzLDUxMDM4LCIxODU4NjIwNyIsNTg1NzYsIjE4Njk3MDkzIiwiMTg2NjQ5OTUiLCIxODU4NTczMyIsIjE4NjgyNDMzIiw1MzIxMSwiNTQwOTciLDE4MzIzNjMwXSwidCI6IkJlbmdhbHVydSYjMDM5O3MgRmluZXN0ICJ9fQ==,4.8,"Old Airport Road, Bangalore"
95,Truffles,https://www.zomato.com/bangalore/restaurants/truffles?filterby_collection_id=274852&zrp_bid=0&zrp_pid=14,4.8,5 Outlets ›
96,The Terrace at Gilly's Redefined,https://www.zomato.com/bangalore/the-terrace-at-gillys-redefined-koramangala-4th-block?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTgzODU0NDMiLCIxODU0MzU0NiIsIjU3ODMzIiw1MTAzOCwxODU4NjIwNyw1ODU3NiwiMTg2OTcwOTMiLCIxODY2NDk5NSIsIjE4NTg1NzMzIiwiMTg2ODI0MzMiLDUzMjExLCI1NDA5NyIsMTgzMjM2MzAsIjE4NTczMDE2IiwiMTg2MTQ5NTkiXSwidCI6IkJlbmdhbHVydSYjMDM5O3MgRmluZXN0ICJ9fQ==,4.5,"Gilly's Redefined, Koramangala 4th Block, Bangalore"
97,Taaza Thindi,https://www.zomato.com/bangalore/restaurants/taaza-thindi?filterby_collection_id=274852&zrp_bid=0&zrp_pid=14,4.5,2 Outlets ›
98,Street Mama,https://www.zomato.com/bangalore/street-mama-brigade-road-bangalore?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiNTc4MzMiLDUxMDM4LCIxODU4NjIwNyIsNTg1NzYsMTg2OTcwOTMsIjE4NjY0OTk1IiwiMTg1ODU3MzMiLCIxODY4MjQzMyIsNTMyMTEsIjU0MDk3IiwxODMyMzYzMCwiMTg1NzMwMTYiLCIxODYxNDk1OSIsIjYxNTc5IiwiMTgyMDI5OTEiXSwidCI6IkJlbmdhbHVydSYjMDM5O3MgRmluZXN0ICJ9fQ==,4.5,"Garuda Mall, Magrath Road, Bangalore"
99,"Lush - Renaissance Hotel, Bengaluru",https://www.zomato.com/bangalore/lush-renaissance-hotel-bengaluru-race-course-road-bangalore?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOls1MTAzOCwiMTg1ODYyMDciLDU4NTc2LCIxODY5NzA5MyIsMTg2NjQ5OTUsIjE4NTg1NzMzIiwiMTg2ODI0MzMiLDUzMjExLCI1NDA5NyIsMTgzMjM2MzAsIjE4NTczMDE2IiwiMTg2MTQ5NTkiLCI2MTU3OSIsIjE4MjAyOTkxIiw1NzM1NV0sInQiOiJCZW5nYWx1cnUmIzAzOTtzIEZpbmVzdCAifX0=,4.5,"Renaissance Hotel, Race Course Road, Bangalore"
100,Vapour Brewpub and Diner,https://www.zomato.com/bangalore/vapour-brewpub-and-diner-sarjapur-road?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTg1ODYyMDciLDU4NTc2LCIxODY5NzA5MyIsIjE4NjY0OTk1IiwxODU4NTczMywiMTg2ODI0MzMiLDUzMjExLCI1NDA5NyIsMTgzMjM2MzAsIjE4NTczMDE2IiwiMTg2MTQ5NTkiLCI2MTU3OSIsIjE4MjAyOTkxIiw1NzM1NSwiMTgzMTczMjAiXSwidCI6IkJlbmdhbHVydSYjMDM5O3MgRmluZXN0ICJ9fQ==,4.5,"Sarjapur Road, Bangalore"
101,Bologna,https://www.zomato.com/bangalore/bologna-indiranagar-bangalore?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOls1ODU3NiwiMTg2OTcwOTMiLCIxODY2NDk5NSIsIjE4NTg1NzMzIiwxODY4MjQzMyw1MzIxMSwiNTQwOTciLDE4MzIzNjMwLCIxODU3MzAxNiIsIjE4NjE0OTU5IiwiNjE1NzkiLCIxODIwMjk5MSIsNTczNTUsIjE4MzE3MzIwIiwiNTIwMDIiXSwidCI6IkJlbmdhbHVydSYjMDM5O3MgRmluZXN0ICJ9fQ==,4.5,"Indiranagar, Bangalore"
102,Chianti,https://www.zomato.com/bangalore/restaurants/chianti?filterby_collection_id=274852&zrp_bid=0&zrp_pid=14,4.5,5 Outlets ›
103,Arbor Brewing Company,https://www.zomato.com/ArborBrewIndia?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTg2NjQ5OTUiLCIxODU4NTczMyIsIjE4NjgyNDMzIiw1MzIxMSw1NDA5NywxODMyMzYzMCwiMTg1NzMwMTYiLCIxODYxNDk1OSIsIjYxNTc5IiwiMTgyMDI5OTEiLDU3MzU1LCIxODMxNzMyMCIsIjUyMDAyIiwiNTU0MTkiLCIxODI3MDE2MyJdLCJ0IjoiQmVuZ2FsdXJ1JiMwMzk7cyBGaW5lc3QgIn19,4.5,"Brigade Road, Bangalore"
104,House Of Commons,https://www.zomato.com/bangalore/restaurants/house-of-commons?filterby_collection_id=274852&zrp_bid=0&zrp_pid=14,4.5,2 Outlets ›
105,Nakkshatra ,https://www.zomato.com/bangalore/nakkshatra-marathahalli?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTg2ODI0MzMiLDUzMjExLCI1NDA5NyIsMTgzMjM2MzAsMTg1NzMwMTYsIjE4NjE0OTU5IiwiNjE1NzkiLCIxODIwMjk5MSIsNTczNTUsIjE4MzE3MzIwIiwiNTIwMDIiLCI1NTQxOSIsIjE4MjcwMTYzIiwiMTgyMDI5ODkiLDUwMDY2XSwidCI6IkJlbmdhbHVydSYjMDM5O3MgRmluZXN0ICJ9fQ==,4.5,"Marathahalli, Bangalore"
106,OPUS Club,https://www.zomato.com/bangalore/opus-club-1-sarjapur-road?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOls1MzIxMSwiNTQwOTciLDE4MzIzNjMwLCIxODU3MzAxNiIsMTg2MTQ5NTksIjYxNTc5IiwiMTgyMDI5OTEiLDU3MzU1LCIxODMxNzMyMCIsIjUyMDAyIiwiNTU0MTkiLCIxODI3MDE2MyIsIjE4MjAyOTg5Iiw1MDA2Niw1NjYxOF0sInQiOiJCZW5nYWx1cnUmIzAzOTtzIEZpbmVzdCAifX0=,4.5,"OPUS, Sarjapur Road, Bangalore"
107,Lot Like Crepes,https://www.zomato.com/bangalore/lot-like-crepes-koramangala-7th-block?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiNTQwOTciLDE4MzIzNjMwLCIxODU3MzAxNiIsIjE4NjE0OTU5Iiw2MTU3OSwiMTgyMDI5OTEiLDU3MzU1LCIxODMxNzMyMCIsIjUyMDAyIiwiNTU0MTkiLCIxODI3MDE2MyIsIjE4MjAyOTg5Iiw1MDA2Niw1NjYxOCwiNjA3NzMiXSwidCI6IkJlbmdhbHVydSYjMDM5O3MgRmluZXN0ICJ9fQ==,4.6,"Koramangala 7th Block, Bangalore"
108,"3B's - Buddies, Bar & Barbecues",https://www.zomato.com/bangalore/3bs-buddies-bar-barbecues-marathahalli?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsxODMyMzYzMCwiMTg1NzMwMTYiLCIxODYxNDk1OSIsIjYxNTc5IiwxODIwMjk5MSw1NzM1NSwiMTgzMTczMjAiLCI1MjAwMiIsIjU1NDE5IiwiMTgyNzAxNjMiLCIxODIwMjk4OSIsNTAwNjYsNTY2MTgsIjYwNzczIiwiMTg1ODEwODkiXSwidCI6IkJlbmdhbHVydSYjMDM5O3MgRmluZXN0ICJ9fQ==,4.5,"Marathahalli, Bangalore"
109,The Boozy Griffin,https://www.zomato.com/bangalore/restaurants/the-boozy-griffin?filterby_collection_id=274852&zrp_bid=0&zrp_pid=14,4.5,2 Outlets ›
110,Here & Now,https://www.zomato.com/bangalore/here-now-hsr?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTg2MTQ5NTkiLCI2MTU3OSIsIjE4MjAyOTkxIiw1NzM1NSwxODMxNzMyMCwiNTIwMDIiLCI1NTQxOSIsIjE4MjcwMTYzIiwiMTgyMDI5ODkiLDUwMDY2LDU2NjE4LCI2MDc3MyIsIjE4NTgxMDg5IiwiNTQ1MDMiLCI1NDE2NSJdLCJ0IjoiQmVuZ2FsdXJ1JiMwMzk7cyBGaW5lc3QgIn19,4.6,"HSR, Bangalore"
111,Veena Stores,https://www.zomato.com/bangalore/veena-stores-malleshwaram?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiNjE1NzkiLCIxODIwMjk5MSIsNTczNTUsIjE4MzE3MzIwIiw1MjAwMiwiNTU0MTkiLCIxODI3MDE2MyIsIjE4MjAyOTg5Iiw1MDA2Niw1NjYxOCwiNjA3NzMiLCIxODU4MTA4OSIsIjU0NTAzIiwiNTQxNjUiLCIxODUzNzgxNiJdLCJ0IjoiQmVuZ2FsdXJ1JiMwMzk7cyBGaW5lc3QgIn19,4.5,"Malleshwaram, Bangalore"
112,Yauatcha,https://www.zomato.com/bangalore/yauatcha-mg-road?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTgyMDI5OTEiLDU3MzU1LCIxODMxNzMyMCIsIjUyMDAyIiw1NTQxOSwiMTgyNzAxNjMiLCIxODIwMjk4OSIsNTAwNjYsNTY2MTgsIjYwNzczIiwiMTg1ODEwODkiLCI1NDUwMyIsIjU0MTY1IiwiMTg1Mzc4MTYiLCIxODUwMzc2OCJdLCJ0IjoiQmVuZ2FsdXJ1JiMwMzk7cyBGaW5lc3QgIn19,4.6,"1 MG Road Mall, MG Road, Bangalore"
113,Roots,https://www.zomato.com/bangalore/roots-koramangala-1st-block?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOls1NzM1NSwiMTgzMTczMjAiLCI1MjAwMiIsIjU1NDE5IiwxODI3MDE2MywiMTgyMDI5ODkiLDUwMDY2LDU2NjE4LCI2MDc3MyIsIjE4NTgxMDg5IiwiNTQ1MDMiLCI1NDE2NSIsIjE4NTM3ODE2IiwiMTg1MDM3NjgiLDU4NDEzXSwidCI6IkJlbmdhbHVydSYjMDM5O3MgRmluZXN0ICJ9fQ==,4.5,"Koramangala 1st Block, Bangalore"
114,Sotally Tober,https://www.zomato.com/bangalore/sotally-tober-koramangala-4th-block?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTgzMTczMjAiLCI1MjAwMiIsIjU1NDE5IiwiMTgyNzAxNjMiLDE4MjAyOTg5LDUwMDY2LDU2NjE4LCI2MDc3MyIsIjE4NTgxMDg5IiwiNTQ1MDMiLCI1NDE2NSIsIjE4NTM3ODE2IiwiMTg1MDM3NjgiLDU4NDEzLCIxODYyMTg4MCJdLCJ0IjoiQmVuZ2FsdXJ1JiMwMzk7cyBGaW5lc3QgIn19,4.5,"Koramangala 4th Block, Bangalore"
115,Barbeque Nation,https://www.zomato.com/bangalore/restaurants/barbeque-nation?filterby_collection_id=274852&zrp_bid=0&zrp_pid=14,4.5,4 Outlets ›
116,AB's - Absolute Barbecues,https://www.zomato.com/bangalore/restaurants/abs-absolute-barbecues?filterby_collection_id=274852&zrp_bid=0&zrp_pid=14,4.5,5 Outlets ›
117,Siddiqu Kabab Center,https://www.zomato.com/bangalore/siddiqu-kabab-center-richmond-road?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTgyNzAxNjMiLCIxODIwMjk4OSIsNTAwNjYsNTY2MTgsNjA3NzMsIjE4NTgxMDg5IiwiNTQ1MDMiLCI1NDE2NSIsIjE4NTM3ODE2IiwiMTg1MDM3NjgiLDU4NDEzLCIxODYyMTg4MCIsMTg2ODc3ODgsIjUyNDU5IiwiNTY1NDIiXSwidCI6IkJlbmdhbHVydSYjMDM5O3MgRmluZXN0ICJ9fQ==,4.5,"Richmond Road, Bangalore"
118,Punjab Grill,https://www.zomato.com/bangalore/punjab-grill-malleshwaram?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTgyMDI5ODkiLDUwMDY2LDU2NjE4LCI2MDc3MyIsMTg1ODEwODksIjU0NTAzIiwiNTQxNjUiLCIxODUzNzgxNiIsIjE4NTAzNzY4Iiw1ODQxMywiMTg2MjE4ODAiLDE4Njg3Nzg4LCI1MjQ1OSIsIjU2NTQyIiw1MzU5MF0sInQiOiJCZW5nYWx1cnUmIzAzOTtzIEZpbmVzdCAifX0=,4.9,"Orion Mall, Malleshwaram, Bangalore"
119,Prost Brew Pub,https://www.zomato.com/bangalore/prost-brew-pub-koramangala-4th-block?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOls1MDA2Niw1NjYxOCwiNjA3NzMiLCIxODU4MTA4OSIsNTQ1MDMsIjU0MTY1IiwiMTg1Mzc4MTYiLCIxODUwMzc2OCIsNTg0MTMsIjE4NjIxODgwIiwxODY4Nzc4OCwiNTI0NTkiLCI1NjU0MiIsNTM1OTAsIjE4NTIzMTE4Il0sInQiOiJCZW5nYWx1cnUmIzAzOTtzIEZpbmVzdCAifX0=,4.6,"Koramangala 4th Block, Bangalore"
120,Deja Vu Resto Bar,https://www.zomato.com/bangalore/deja-vu-resto-bar-bannerghatta-road?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOls1NjYxOCwiNjA3NzMiLCIxODU4MTA4OSIsIjU0NTAzIiw1NDE2NSwiMTg1Mzc4MTYiLCIxODUwMzc2OCIsNTg0MTMsIjE4NjIxODgwIiwxODY4Nzc4OCwiNTI0NTkiLCI1NjU0MiIsNTM1OTAsIjE4NTIzMTE4IiwiNTA4NTciXSwidCI6IkJlbmdhbHVydSYjMDM5O3MgRmluZXN0ICJ9fQ==,4.5,"Gopalan Innovation Mall, Bannerghatta, Bangalore"
121,OKI,https://www.zomato.com/bangalore/oki-1-kammanahalli?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiNjA3NzMiLCIxODU4MTA4OSIsIjU0NTAzIiwiNTQxNjUiLDE4NTM3ODE2LCIxODUwMzc2OCIsNTg0MTMsIjE4NjIxODgwIiwxODY4Nzc4OCwiNTI0NTkiLCI1NjU0MiIsNTM1OTAsIjE4NTIzMTE4IiwiNTA4NTciLCIxODcwMTc1NiJdLCJ0IjoiQmVuZ2FsdXJ1JiMwMzk7cyBGaW5lc3QgIn19,4.5,"Kammanahalli, Bangalore"
122,Namma SLN,https://www.zomato.com/bangalore/namma-sln-basavanagudi?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTg1ODEwODkiLCI1NDUwMyIsIjU0MTY1IiwiMTg1Mzc4MTYiLDE4NTAzNzY4LDU4NDEzLCIxODYyMTg4MCIsMTg2ODc3ODgsIjUyNDU5IiwiNTY1NDIiLDUzNTkwLCIxODUyMzExOCIsIjUwODU3IiwiMTg3MDE3NTYiLCI1MDk0MyJdLCJ0IjoiQmVuZ2FsdXJ1JiMwMzk7cyBGaW5lc3QgIn19,4.6,"Basavanagudi, Bangalore"
123,Gilly's Restobar,https://www.zomato.com/bangalore/restaurants/gillys-restobar?filterby_collection_id=274852&zrp_bid=0&zrp_pid=14,4.6,2 Outlets ›
124,Foxtrot,https://www.zomato.com/bangalore/foxtrot-marathahalli-bangalore?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiNTQxNjUiLCIxODUzNzgxNiIsIjE4NTAzNzY4Iiw1ODQxMywxODYyMTg4MCwxODY4Nzc4OCwiNTI0NTkiLCI1NjU0MiIsNTM1OTAsIjE4NTIzMTE4IiwiNTA4NTciLCIxODcwMTc1NiIsIjUwOTQzIiwiMTg3NzI0OTgiLCI1MDg5MCJdLCJ0IjoiQmVuZ2FsdXJ1JiMwMzk7cyBGaW5lc3QgIn19,4.5,"Marathahalli, Bangalore"
125,Black Deer,https://www.zomato.com/bangalore/restaurants/black-deer?filterby_collection_id=274852&zrp_bid=0&zrp_pid=14,4.5,2 Outlets ›
126,CTR,https://www.zomato.com/bangalore/ctr-malleshwaram-bangalore?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTg1MDM3NjgiLDU4NDEzLCIxODYyMTg4MCIsMTg2ODc3ODgsNTI0NTksIjU2NTQyIiw1MzU5MCwiMTg1MjMxMTgiLCI1MDg1NyIsIjE4NzAxNzU2IiwiNTA5NDMiLCIxODc3MjQ5OCIsIjUwODkwIiwiNTc3MzAiLCIxODcyNzkwNiJdLCJ0IjoiQmVuZ2FsdXJ1JiMwMzk7cyBGaW5lc3QgIn19,4.6,"Malleshwaram, Bangalore"
127,Dyu Art Cafe,https://www.zomato.com/bangalore/dyu-art-cafe-koramangala-5th-block?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOls1ODQxMywiMTg2MjE4ODAiLDE4Njg3Nzg4LCI1MjQ1OSIsNTY1NDIsNTM1OTAsIjE4NTIzMTE4IiwiNTA4NTciLCIxODcwMTc1NiIsIjUwOTQzIiwiMTg3NzI0OTgiLCI1MDg5MCIsIjU3NzMwIiwiMTg3Mjc5MDYiLCIxODYyNTQyMCJdLCJ0IjoiQmVuZ2FsdXJ1JiMwMzk7cyBGaW5lc3QgIn19,4.5,"Koramangala 5th Block, Bangalore"
128,Chili's American Grill & Bar,https://www.zomato.com/bangalore/restaurants/chilis-american-grill-bar?filterby_collection_id=274852&zrp_bid=0&zrp_pid=14,4.5,2 Outlets ›
129,Café Felix,https://www.zomato.com/bangalore/caf%C3%A9-felix-1-mg-road?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsxODY4Nzc4OCwiNTI0NTkiLCI1NjU0MiIsNTM1OTAsMTg1MjMxMTgsIjUwODU3IiwiMTg3MDE3NTYiLCI1MDk0MyIsIjE4NzcyNDk4IiwiNTA4OTAiLCI1NzczMCIsIjE4NzI3OTA2IiwiMTg2MjU0MjAiLCIxODQ5MjkxMCIsIjE4NzA0Nzk1Il0sInQiOiJCZW5nYWx1cnUmIzAzOTtzIEZpbmVzdCAifX0=,4.5,"1 MG Road Mall, MG Road, Bangalore"
130,Rim Naam - The Oberoi,https://www.zomato.com/bangalore/rim-naam-the-oberoi-mg-road-bangalore?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiNTI0NTkiLCI1NjU0MiIsNTM1OTAsIjE4NTIzMTE4Iiw1MDg1NywiMTg3MDE3NTYiLCI1MDk0MyIsIjE4NzcyNDk4IiwiNTA4OTAiLCI1NzczMCIsIjE4NzI3OTA2IiwiMTg2MjU0MjAiLCIxODQ5MjkxMCIsIjE4NzA0Nzk1IiwiMTg3NDQzMjYiXSwidCI6IkJlbmdhbHVydSYjMDM5O3MgRmluZXN0ICJ9fQ==,4.6,"The Oberoi, MG Road, Bangalore"
131,The Blue Wagon - Kitchen,https://www.zomato.com/bangalore/the-blue-wagon-kitchen-jayanagar-bangalore?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiNTY1NDIiLDUzNTkwLCIxODUyMzExOCIsIjUwODU3IiwxODcwMTc1NiwiNTA5NDMiLCIxODc3MjQ5OCIsIjUwODkwIiwiNTc3MzAiLCIxODcyNzkwNiIsIjE4NjI1NDIwIiwiMTg0OTI5MTAiLCIxODcwNDc5NSIsIjE4NzQ0MzI2IiwxODM1MzEyMV0sInQiOiJCZW5nYWx1cnUmIzAzOTtzIEZpbmVzdCAifX0=,4.7,"Jayanagar, Bangalore"
132,Sultans of Spice,https://www.zomato.com/bangalore/sultans-of-spice-koramangala-5th-block?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOls1MzU5MCwiMTg1MjMxMTgiLCI1MDg1NyIsIjE4NzAxNzU2Iiw1MDk0MywiMTg3NzI0OTgiLCI1MDg5MCIsIjU3NzMwIiwiMTg3Mjc5MDYiLCIxODYyNTQyMCIsIjE4NDkyOTEwIiwiMTg3MDQ3OTUiLCIxODc0NDMyNiIsMTgzNTMxMjEsIjE4NTM3NTg1Il0sInQiOiJCZW5nYWx1cnUmIzAzOTtzIEZpbmVzdCAifX0=,4.5,"BluPetal Hotel, Koramangala, Bangalore"
133,HOMMS,https://www.zomato.com/bangalore/homms-marathahalli-bangalore?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTg1MjMxMTgiLCI1MDg1NyIsIjE4NzAxNzU2IiwiNTA5NDMiLDE4NzcyNDk4LCI1MDg5MCIsIjU3NzMwIiwiMTg3Mjc5MDYiLCIxODYyNTQyMCIsIjE4NDkyOTEwIiwiMTg3MDQ3OTUiLCIxODc0NDMyNiIsMTgzNTMxMjEsIjE4NTM3NTg1IiwxODYxMjM0OF0sInQiOiJCZW5nYWx1cnUmIzAzOTtzIEZpbmVzdCAifX0=,4.7,"Marathahalli, Bangalore"
134,Shiro,https://www.zomato.com/bangalore/shiro-lavelle-road?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiNTA4NTciLCIxODcwMTc1NiIsIjUwOTQzIiwiMTg3NzI0OTgiLDUwODkwLCI1NzczMCIsIjE4NzI3OTA2IiwiMTg2MjU0MjAiLCIxODQ5MjkxMCIsIjE4NzA0Nzk1IiwiMTg3NDQzMjYiLDE4MzUzMTIxLCIxODUzNzU4NSIsMTg2MTIzNDgsIjE4NDM5NjM0Il0sInQiOiJCZW5nYWx1cnUmIzAzOTtzIEZpbmVzdCAifX0=,4.5,"UB City, Bangalore"
135,Caperberry,https://www.zomato.com/bangalore/caperberry-lavelle-road?zrp_bid=0&zrp_pid=14&context=eyJjIjp7ImUiOlsiMTg3MDE3NTYiLCI1MDk0MyIsIjE4NzcyNDk4IiwiNTA4OTAiLDU3NzMwXSwidCI6IkJlbmdhbHVydSYjMDM5O3MgRmluZXN0ICJ9fQ==,4.6,"UB City, Bangalore"
