,Text,Date,Likes
346,"Today, on the eve of beloved Atal Ji's Jayanti, a commemorative coin was released in his honour. Widely respected by everyone, Atal Ji's strong leadership ensured great progress for our country. He was a leader who put national interest above everything. 

<a href=""https://t.co/A3IOfv1125"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""http://nm-1.in/1YUntK"" class=""twitter-timeline-link"" target=""_blank"" title=""http://nm-1.in/1YUntK""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">nm-1.in/1YUntK</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible"">&nbsp;</span></span></a><a href=""https://t.co/p0tQzBmm2w"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/p0tQzBmm2w</a>",24 Dec 2018,250
347,"A Karyakarta from Tiruvallur wanted to know:

What has the Government done for senior citizens? 

Know what I told him.<a href=""https://t.co/wgi7RZPIei"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/wgi7RZPIei</a>",23 Dec 2018,365
348,"How was 2018 for India? 

This is what a Karyakarta from Tiruchirappalli asked me. 

Here is what I said.<a href=""https://t.co/wSogOqB87g"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/wSogOqB87g</a>",23 Dec 2018,344
349,"People of Madurai are pleased that their historic city will have an AIIMS.

A Karyakarta from Madurai asked me about Tamil Nadu’s development trajectory in the times to come.<a href=""https://t.co/Yt2fo2VSIP"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/Yt2fo2VSIP</a>",23 Dec 2018,140
350,"Here is how the family of <a href=""/BJP4India"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""207809313""><s>@</s><b>BJP4India</b></a> Karyakartas can enhance their efforts towards ensuring a record win for the Party in 2019.<a href=""https://t.co/e6bkvurI0j"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/e6bkvurI0j</a>",23 Dec 2018,163
351,"Many Mahagathbandhan leaders are ardent followers of Dr. Lohia. By allying with Congress, they are disrespecting his ideals.

People will also never forget how Congress humiliated greats like MGR and NTR. 

Opposition’s only interest is dynasty, not development.<a href=""https://t.co/m4VOXchOaX"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/m4VOXchOaX</a>",23 Dec 2018,247
352,"We are determined to improve the health of women across India. 

At the <a href=""/BJPMahilaMorcha"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""2797767038""><s>@</s><b>BJPMahilaMorcha</b></a> meet, talked about some of the work done in this direction.<a href=""https://t.co/lZMqHHLnYv"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/lZMqHHLnYv</a>",22 Dec 2018,496
353,"Over the last four and a half years, lot of effort has been devoted towards women empowerment. 

Nari Shakti has been at the core of several initiatives of our Government.<a href=""https://t.co/tfiAbB5Fns"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/tfiAbB5Fns</a>",22 Dec 2018,595
354,"Since the days of the Jana Sangh, women Karyakartas have played a pivotal role in the Party. 

I commend the <a href=""/BJPMahilaMorcha"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""2797767038""><s>@</s><b>BJPMahilaMorcha</b></a> for their endeavours and wish them the very best for their efforts in the times to come.<a href=""https://t.co/c7G7VOfY6h"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/c7G7VOfY6h</a>",22 Dec 2018,239
355,"Shared my thoughts on a wide range of issues concerning our security systems and the working of the police forces at the DGPs/IGPs Conference in Kevadia. <a href=""https://t.co/ftsIKueO4n"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""http://nm-1.in/9tiJSg"" class=""twitter-timeline-link"" target=""_blank"" title=""http://nm-1.in/9tiJSg""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">nm-1.in/9tiJSg</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible"">&nbsp;</span></span></a><a href=""https://t.co/qGeaeNHCoD"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/qGeaeNHCoD</a>",22 Dec 2018,161
356,"Sharing some glimpses from the wonderful cultural programme at the DGPs/IGPs Conference at Kevadia.<a href=""https://t.co/PAmswEx8NH"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/PAmswEx8NH</a>",21 Dec 2018,497
357,"It’s been a productive day at the Conference of DGPs/IGPs in Kevadia. We’ve been having detailed presentations on various aspects relating to national security.<a href=""https://t.co/d1ZNsNYxAU"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/d1ZNsNYxAU</a>",21 Dec 2018,388
358,"Paid tributes to the great Sardar Patel at the ‘Statue of Unity.’ 

As India’s Home Minister, his contribution towards building the framework of our security systems is immense.<a href=""https://t.co/RgV86GNBPG"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/RgV86GNBPG</a>",20 Dec 2018,674
359,"Reached Kevadia in Gujarat for the Conference of DGPs/IGPs. Looking forward to fruitful deliberations that will strengthen our security apparatus.<a href=""https://t.co/opobcr3CPG"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/opobcr3CPG</a>",20 Dec 2018,324
360,"The high voter turnout in the polls clearly displays immense faith that people of J&amp;K have put in grass root democratic institutions of the country.  

Essence of democracy lies in empowerment of the common citizen, to which our government is totally committed.<a href=""https://t.co/ZCdqyQmUP0"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/ZCdqyQmUP0</a>",19 Dec 2018,556
361,"These elected Sarpanches are extraordinary individuals who have shown immense courage in the face of heavy odds. 

They have made an everlasting contribution towards enhancing the democratic fabric of the state. 

Assured them full support from the Centre in their many efforts.<a href=""https://t.co/XInGnf0bqZ"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/XInGnf0bqZ</a>",19 Dec 2018,290
362,"Will be interacting with <a href=""/BJP4TamilNadu"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""396707695""><s>@</s><b>BJP4TamilNadu</b></a> and <a href=""/BJP4Puducherry"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""753131004483760129""><s>@</s><b>BJP4Puducherry</b></a> Karyakartas at 4:30 this evening.

Watch the interaction live on the 'Narendra Modi Mobile App.'<a href=""https://t.co/RXgtYO0z1f"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/RXgtYO0z1f</a>",19 Dec 2018,318
363,"Leveraging the power of technology to bring a positive difference in the lives of 130 crore Indians.<a href=""https://t.co/Eyu1qHoxip"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/Eyu1qHoxip</a>",18 Dec 2018,669
364,"‘Ease of Living’ for people is our aim. 

Resources are being devoted towards creating urban centres where the development is holistic.<a href=""https://t.co/wkiPT6QBEj"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/wkiPT6QBEj</a>",18 Dec 2018,297
365,"From Kargil to Kanyakumari, from Kutch to Kamrup, there is a lot of work happening towards building next generation infrastructure. 

I salute all those working towards completing these projects.<a href=""https://t.co/D8uM3gZC7r"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/D8uM3gZC7r</a>",18 Dec 2018,432
366,"Work on the Pune Metro is moving at a quick pace and this augurs well for the people of Pune and surrounding areas.<a href=""https://t.co/G0s19yZ1mH"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/G0s19yZ1mH</a>",18 Dec 2018,247
367,"Housing for all is among the topmost priorities of our Government. With one's own home comes dignity and the ability to fulfil one's aspirations.<a href=""https://t.co/ltVDquIoiL"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/ltVDquIoiL</a>",18 Dec 2018,345
368,"Furthering connectivity and convenience for the hardworking citizens of Mumbai and Thane.<a href=""https://t.co/UHOfK2ylZi"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/UHOfK2ylZi</a>",18 Dec 2018,134
369,"Mumbai, Thane and the surrounding regions play a crucial role in India’s progress. The Central and Maharashtra Government are taking many steps for the growth of these places.

Today, laid the foundation stones for projects worth Rs. 33,000 crore, including 2 Metro Lines.<a href=""https://t.co/E4AXYPKxbY"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/E4AXYPKxbY</a>",18 Dec 2018,184
370,"Had an extensive and fruitful interaction with a delegation from the film and entertainment industry. 

The delegation spoke about the strides being made by the film and entertainment industry, and gave valuable inputs relating to GST for their sector. <a href=""https://t.co/ulQMtxTJQj"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://nm4.in/2PJUEHa"" class=""twitter-timeline-link"" target=""_blank"" title=""https://nm4.in/2PJUEHa""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">nm4.in/2PJUEHa</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible"">&nbsp;</span></span></a><a href=""https://t.co/n4Dn38EJLr"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/n4Dn38EJLr</a>",18 Dec 2018,520
371,"In Mumbai today, released the book ‘Timeless Laxman.’ This book is based on the life of the great RK Laxman, whose rich work and indomitable spirit continue to be admired and remembered by every Indian.<a href=""https://t.co/lm26VsDMyQ"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/lm26VsDMyQ</a>",18 Dec 2018,131
372,"पहले जब बड़ी कंपनियां बैंकों का पैसा नहीं लौटाती थीं, तो इनके मालिकों को कुछ नहीं होता था।

70 साल से देश में यही हो रहा था। जानते हैं क्यों? क्योंकि इन कंपनियों को खास सुरक्षा कवच मिला हुआ था।

2016 में Insolvency and Bankruptcy Code बनाकर मैंने इस सुरक्षा कवच को तोड़ दिया।<a href=""https://t.co/daf42riE9S"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/daf42riE9S</a>",18 Dec 2018,2.2K
373,"सुनिए दो मित्र और शेर की मजेदार कहानी...<a href=""https://t.co/EMfCLlcYAk"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/EMfCLlcYAk</a>",18 Dec 2018,401
374,"GST marks a historic leap for the nation. 

We firmly believe that GST must be as simple as possible and we are also working constantly in that direction.<a href=""https://t.co/FNUybx8uxl"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/FNUybx8uxl</a>",18 Dec 2018,266
375,"Here is an example of how the work culture has changed in India today, indicative of a Surging India.<a href=""https://t.co/TguLVV92gt"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/TguLVV92gt</a>",18 Dec 2018,124
376,"Today, India is a country that never stops. 

न रुकेंगे, न धीमा पड़ेंगे, न थमेंगे: ये इंडिया ने ठान लिया है।<a href=""https://t.co/hmeMTVlwbN"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/hmeMTVlwbN</a>",18 Dec 2018,252
377,"Today there are two pictures in front of us.

First, the state of affairs before 2014.

Second, the state of affairs post 2014.

Take any parameter, the work done in the last four years is quick, effective and people-friendly.<a href=""https://t.co/tLuTKUHKkL"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/tLuTKUHKkL</a>",18 Dec 2018,353
378,"क्या चार साल पहले किसी ने सोचा था!<a href=""https://t.co/fJinJNT5Tu"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/fJinJNT5Tu</a>",18 Dec 2018,452
379,"India and the Maldives look forward to working together in areas such as maritime cooperation and mitigating climate change 

President <a href=""/ibusolih"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""531018157""><s>@</s><b>ibusolih</b></a> and I also agreed on the need to further the atmosphere of peace and security in the Indian Ocean region. 

<a href=""https://t.co/a1HuBOAWpR"" rel=""nofollow noopener"" dir=""ltr"" data-expanded-url=""https://www.facebook.com/PMOIndia/videos/2085672661744004/"" class=""twitter-timeline-link"" target=""_blank"" title=""https://www.facebook.com/PMOIndia/videos/2085672661744004/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">facebook.com/PMOIndia/video</span><span class=""invisible"">s/2085672661744004/</span><span class=""tco-ellipsis""><span class=""invisible"">&nbsp;</span>…</span></a><a href=""https://t.co/2utSAEaixQ"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/2utSAEaixQ</a>",17 Dec 2018,303
380,"President <a href=""/ibusolih"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""531018157""><s>@</s><b>ibusolih</b></a>'s people-centric development efforts are truly commendable. 

As a close friend, India always wishes for progress and prosperity of the Maldives. 

During our talks today, we discussed ways to boost connectivity, trade and cultural ties between our countries.<a href=""https://t.co/SjhZ5cI227"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/SjhZ5cI227</a>",17 Dec 2018,230
381,"India is glad to welcome President <a href=""/ibusolih"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""531018157""><s>@</s><b>ibusolih</b></a>, President of the Republic of Maldives. 

This is his first overseas visit after assuming office, indicating the special priority he accords to stronger ties between our nations. 

We had fruitful talks on a wide range of subjects.<a href=""https://t.co/KfyH2ihxzX"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/KfyH2ihxzX</a>",17 Dec 2018,233
382,"It makes me very happy that the people of Prayagraj and the UP Government are devoting special attention to cleanliness.

These efforts are also in line with our emphasis on cleanliness, particularly a clean Ganga.<a href=""https://t.co/hd107s3WB6"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/hd107s3WB6</a>",16 Dec 2018,359
383,"Today in Prayagraj, several projects were inaugurated or their foundation stones were laid. These will improve the quality of life for the people of this great city. 

I am glad that pilgrims coming for the Kumbh will also be able to visit the Akshay Vat.<a href=""https://t.co/NZOOjHL4W4"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/NZOOjHL4W4</a>",16 Dec 2018,225
384,"प्रयागराज का आज का मेरा कार्यक्रम प्राचीन विरासत और जनता के लिए आधुनिक सुविधाओं को समर्पित था। 

नया हवाई अड्डा देश-विदेश से पर्यटकों के प्रयागराज आने में सुविधाजनक होने के साथ-साथ यहां निवेश को भी बढ़ावा देगा।<a href=""https://t.co/SBU2lEJP09"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/SBU2lEJP09</a>",16 Dec 2018,276
385,"प्रयागराज में संगम पर पूजा - अर्चना का अवसर पाकर धन्य हुआ। 

देशवासियों की ख़ुशहाली और उन्नति की प्रार्थना की।<a href=""https://t.co/w5ARk07w8H"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/w5ARk07w8H</a>",16 Dec 2018,758
386,"Glad to have spent a large part of the day in the historic city of Prayagraj.

The city is all set to host the Kumbh next year. 

Inaugurated the Integrated Command and Control Centre, which will be an important place with regard to the Kumbh and ensuring a memorable experience.<a href=""https://t.co/XTudYJAXr8"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/XTudYJAXr8</a>",16 Dec 2018,243
387,"70 साल में पहली बार हमारी सरकार ने किसानों की आय बढ़ाने के बारे में सोचा है।
 
हम बहुत ईमानदारी और परिश्रम से किसानों को खेती से जुड़े संकटों से बाहर निकालने का प्रयास कर रहे हैं।<a href=""https://t.co/1Jlm1PU5rS"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/1Jlm1PU5rS</a>",16 Dec 2018,1.5K
388,"हमारे जवानों की सुरक्षा के प्रति कांग्रेस का क्या रवैया रहा है, ये मैं देश को फिर याद दिलाना चाहता हूं।<a href=""https://t.co/wf5l5t0N2U"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/wf5l5t0N2U</a>",16 Dec 2018,470
389,"Earlier today in Raebareli, I visited the Modern Coach Factory. 

In the last four years, substantial effort has been devoted towards this factory so that it becomes a shining beacon of ‘Make in India’ and gives opportunities to local youngsters.<a href=""https://t.co/Klf79jKW39"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/Klf79jKW39</a>",16 Dec 2018,324
390,"Looking forward to interacting with <a href=""/BJP4TamilNadu"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""396707695""><s>@</s><b>BJP4TamilNadu</b></a> Karyakartas at 4:30 this evening. 

Watch the interaction on the 'Narendra Modi Mobile App.'<a href=""https://t.co/81B40AWBU5"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/81B40AWBU5</a>",15 Dec 2018,277
391,"From fragile five to a bright spot in the global economy.

From inertia to fast paced reform.

From scams to a corruption-free Government.

Lot has changed from 2014 to the present.<a href=""https://t.co/jALWW3bnEE"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/jALWW3bnEE</a>",14 Dec 2018,905
392,"India is proud of our diaspora, which is distinguishing itself across the world. 

During today’s interaction with Kerala Karyakartas, talked about how the people of India and the diaspora are boosting India’s image internationally.<a href=""https://t.co/5Rx8vziH7y"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/5Rx8vziH7y</a>",14 Dec 2018,271
393,"A Karyakarta from Kollam asked me about what the BJP Karyakartas can do to further the Party’s reach across Kerala and other parts. Here is what I said.<a href=""https://t.co/kfspPrd8Yr"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/kfspPrd8Yr</a>",14 Dec 2018,493
394,"Kerala has seen Congress and Communist rule. Both are efficient in corruption and inefficient in governance. 

BJP is different from the two and promises a people-friendly and non-corrupt government in Kerala.<a href=""https://t.co/IK5NzRrzB4"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/IK5NzRrzB4</a>",14 Dec 2018,344
395,"I specially salute the hardworking <a href=""/BJP4Keralam"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""2297438462""><s>@</s><b>BJP4Keralam</b></a> Karyakartas. They are assiduously serving the people and raising issues of public importance. This when successive Governments in Kerala have shown little respect for democracy and stood silent when our Karyakartas were killed.<a href=""https://t.co/tL1mxlSgUk"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/tL1mxlSgUk</a>",14 Dec 2018,213
396,"Emphasised on the need to focus on last mile delivery, simplifying systems and procedures, which will improve both ‘Ease of Doing Business’ and ‘Ease of Living.’ 

We are devoting all possible efforts to further improve our 'Ease of Doing Business' rankings.<a href=""https://t.co/A6mr7fiZP7"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/A6mr7fiZP7</a>",13 Dec 2018,936
397,"Had an excellent meeting to review India’s progress towards enhancing ‘Ease of Doing Business.’ 

We discussed aspects relating to construction, power, resolving insolvency and other areas that will make business easier in the times to come.<a href=""https://t.co/Owmr05ZoR2"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/Owmr05ZoR2</a>",13 Dec 2018,901
398,"Paid homage to the martyrs of the 2001 Parliament attack. 

India will never forget their bravery. These great people lived and lost their lives for the nation.<a href=""https://t.co/yGTSkn4IaB"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/yGTSkn4IaB</a>",13 Dec 2018,596
399,"It was a delight to interact with <a href=""/sinha_arunima"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""1023496266""><s>@</s><b>sinha_arunima</b></a>. 

Handed over the Tricolour and wished her the very best as she embarks on an expedition to Mount Vinson, Antarctica. 

India is proud of Arunima’s accomplishments and her fortitude inspires us all.<a href=""https://t.co/sj39QvHvH7"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/sj39QvHvH7</a>",12 Dec 2018,1.0K
400,"Ayushman Bharat involves a two-fold strategy to improve healthcare among the people of India.<a href=""https://t.co/oUhTtnjGIX"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/oUhTtnjGIX</a>",12 Dec 2018,590
401,"Here is how we in India are empowering women and youngsters.<a href=""https://t.co/hC3MG10JiA"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/hC3MG10JiA</a>",12 Dec 2018,427
402,"The India story is one of hope. We are fully committed to provide accessible and affordable healthcare for the poor.<a href=""https://t.co/T1oDSPTmxo"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/T1oDSPTmxo</a>",12 Dec 2018,386
403,"The Sustainable Development Agenda reminds us why partnerships- between citizens, communities and countries- are essential.

Together, let us empower citizens and communities for the greater good of humankind.<a href=""https://t.co/1O2hNYw8tl"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/1O2hNYw8tl</a>",12 Dec 2018,746
404,"A major milestone for Ayushman Bharat! 

In 80 days, over 5 lakh families got free healthcare services worth Rs. 700 crore. 

We are continuously working towards creating a healthy India!<a href=""https://t.co/uy4MyBRD00"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/uy4MyBRD00</a>",11 Dec 2018,2.4K
405,"Glimpses from the All-Party meeting earlier today.<a href=""https://t.co/pzXq8p1kqc"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/pzXq8p1kqc</a>",10 Dec 2018,613
406,"New India के लिए हमारा फोकस सामर्थ्य, संसाधन, संस्कृति और सुरक्षा पर है।<a href=""https://t.co/InDeZc2sQL"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/InDeZc2sQL</a>",7 Dec 2018,714
407,"देश में आज 21वीं सदी की आवश्यकताओं को देखते हुए नेक्स्ट जेनरेशन इन्फ्रास्ट्रक्चर तैयार हो रहा है। हाईवे हो, रेलवे हो, एयरवे हो या वॉटरवे, चौतरफा काम किया जा रहा है।<a href=""https://t.co/RqxveRcXyB"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/RqxveRcXyB</a>",7 Dec 2018,518
408,"सुनिए और सोचिए...<a href=""https://t.co/1sF6KpPkj9"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/1sF6KpPkj9</a>",7 Dec 2018,679
409,"क्या कारण है कि छोटे-छोटे देश भी बहुत कम समय में हमसे आगे निकल गए?

मंजिलों की कमी नहीं थी, नीयत की कमी थी।

पैसों की कमी नहीं थी, Passion की कमी थी।

Solutions की कमी नहीं थी, संवेदना की कमी थी।

सामर्थ्य की कमी नहीं थी, कमी थी कार्य संस्कृति की।<a href=""https://t.co/hfT2XCb7Ax"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/hfT2XCb7Ax</a>",7 Dec 2018,3.0K
410,"Paid homage to Dr. Babasaheb Ambedkar earlier today.<a href=""https://t.co/ePb3Lile4A"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/ePb3Lile4A</a>",6 Dec 2018,680
411,"पूज्य बाबासाहेब को उनके महापरिनिर्वाण दिवस पर कोटि-कोटि नमन। 

India bows to Dr. Babasaheb Ambedkar on Mahaparinirvan Diwas.<a href=""https://t.co/XNqzXFbm9Y"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/XNqzXFbm9Y</a>",5 Dec 2018,971
412,"What did Congress do for the promotion of Khadi?

We are working to make Khadi popular worldwide. 

Now, when the Khadi Jacket is again popular and people call it a ‘Modi Jacket’ the Congress has a problem. Reason is their hatred towards me.<a href=""https://t.co/zc4Dk7GrUm"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/zc4Dk7GrUm</a>",5 Dec 2018,632
413,"नामदार को कांग्रेस के नेताओं का ही नाम नहीं मालूम। 

एक माने हुए नेता कुंभाराम जी कैसे कुंभकरण बन गए, नामदार ही जाने। 

और जो कुंभकरण के गीत गाते हैं, सरकार में भी सोते ही रहेंगे।<a href=""https://t.co/DEHMREe03V"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/DEHMREe03V</a>",5 Dec 2018,605
414,"मैंने देशवासियों से वादा किया था कि भ्रष्टाचारियों को छोड़ा नहीं जाएगा। 

VVIP हेलिकॉप्टर घोटाले का एक बड़ा राजदार अब भारत में है। 

राजदार राज खोलेगा और पता नहीं बात कितनी दूर तक पहुंचेगी।<a href=""https://t.co/6umcvearnG"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/6umcvearnG</a>",5 Dec 2018,931
415,"करोड़ों की हेराफेरी करने वाले आज जमानत पर हैं… इसीलिए उनका गुस्सा मोदी पर रहता है और वो मोदी को दिन-रात अपशब्द कहते रहते हैं। 

पर राजस्थान ऐसे जमानती लोगों पर विश्वास नहीं करेगा।<a href=""https://t.co/xLch3YBaic"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/xLch3YBaic</a>",5 Dec 2018,355
416,"मैंने लोगों से पूछा भारत में जाति का भेद, गांव-शहर का भेद, अमीर-गरीब का भेद किसने किया?

एक स्वर में सैकड़ों लोगों ने कहा…<a href=""https://t.co/PsmAAO0OFY"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/PsmAAO0OFY</a>",5 Dec 2018,378
417,"Sumerpur is for development.

Sumerpur is with BJP.<a href=""https://t.co/DtSg1WInp3"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/DtSg1WInp3</a>",5 Dec 2018,239
