,Text,Date,Likes
418,"Here are pictures from the rally in Jaipur. <a href=""/BJP4Rajasthan"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""1320141312""><s>@</s><b>BJP4Rajasthan</b></a><a href=""https://t.co/ZQVc3nFOwi"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/ZQVc3nFOwi</a>",4 Dec 2018,477
419,"आज नामदार ने फतवा जारी किया – मोदी और भारत माता के लाखों-करोड़ों बेटे-बेटियों को भारत माता की जय बोलने का हक नहीं है। 

लाखों लोगों के सामने नामदार के फतवे को चूर-चूर किया और एक नहीं, दस बार भारत माता की जय बोला। 

नामदार, आप होते कौन हो, जो हमसे ये अधिकार छीनने का पाप कर रहे हो?<a href=""https://t.co/N86qcQhX3H"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/N86qcQhX3H</a>",4 Dec 2018,2.8K
420,"मैडम की रिमोट कंट्रोल सरकार ने, 2008 से 2014 तक अपने उद्योगपति दोस्तों को बहुत ज्यादा कर्जा दिया, बैंकों को बर्बाद कर दिया।
 
राजस्थान कैसे भूल सकता है, एक घाटे वाली स्टील कंपनी को नामदार के टेलीफोन से हजारो रुपये का कर्ज मिला, फर्जी कंपनी बनी, किसानों की जमीन छिनी।<a href=""https://t.co/xJrfItfHJ9"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/xJrfItfHJ9</a>",4 Dec 2018,767
421,"Sikar and Jhunjhunu have made remarkable progress in furthering the empowerment of women. I congratulate the Nari Shakti of this land and appreciate the Rajasthan Government for giving topmost importance to ‘Beti Bachao, Beti Padhao.’<a href=""https://t.co/gWBdG3JFXR"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/gWBdG3JFXR</a>",4 Dec 2018,212
422,"जब सर्जिकल स्ट्राइक हुई तब ऐसा लगा कांग्रेस में शोक सभा चल रही थी।
 
उनको गर्व ही नहीं कि हमारे जवानों ने दुश्मन के दांत खट्टे कर दिए।<a href=""https://t.co/KmdDWYZoja"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/KmdDWYZoja</a>",4 Dec 2018,1.2K
423,"कांग्रेस ने राजस्थान में इतने साल शासन किया पर किसानों को पानी पहुंचाने के लिए कोई मेहनत नहीं की।<a href=""https://t.co/rkeyruyV6w"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/rkeyruyV6w</a>",4 Dec 2018,305
424,"जनता के आशीर्वाद से हमें ये सौभाग्य मिला कि गुरु नानक देव जी से जुड़े करतारपुर कॉरिडोर को लेकर हम बड़ा फैसला ले पाए। 

बाकी, कांग्रेस के पास विभाजन की राजनीति के अलावा कुछ करने का टाइम ही नहीं है।<a href=""https://t.co/m3iCh67e7k"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/m3iCh67e7k</a>",4 Dec 2018,278
425,"Thank you Hanumangarh for the amazing response. <a href=""/BJP4Rajasthan"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""1320141312""><s>@</s><b>BJP4Rajasthan</b></a><a href=""https://t.co/fmtquj0l6Y"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/fmtquj0l6Y</a>",4 Dec 2018,233
426,"These pictures from Sikar speak for themselves. Look at the support for BJP! People trust the Party’s development agenda. <a href=""/BJP4Rajasthan"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""1320141312""><s>@</s><b>BJP4Rajasthan</b></a><a href=""https://t.co/VsosV1tgH4"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/VsosV1tgH4</a>",4 Dec 2018,248
427,"Thank you Hyderabad for the immense support! <a href=""/BJP4Telangana"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""758217523506667520""><s>@</s><b>BJP4Telangana</b></a><a href=""https://t.co/vRZvU6PqgT"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/vRZvU6PqgT</a>",3 Dec 2018,401
428,"The NDA Government at the Centre is working to provide quality housing to the poorest of the poor but the Telangana Government has no desire to work on ensuring the poor get homes.<a href=""https://t.co/1Yg5VGRWfJ"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/1Yg5VGRWfJ</a>",3 Dec 2018,247
429,"The great members of our Constituent Assembly did not support the idea of Minority Reservations. Yet, parties in Telangana are promising it.

Not only is it illegal, it also makes me wonder- are these parties going to do injustice to SCs, STs and OBCs? They must answer.<a href=""https://t.co/r1Up8AybdF"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/r1Up8AybdF</a>",3 Dec 2018,352
430,"KCR Garu started with the Youth Congress.

He dutifully served under Chandrababu Naidu Garu. 

He became a Central Minister thanks to Congress. 

So, who is whose A, B and C teams?<a href=""https://t.co/WMQSDXQ0qt"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/WMQSDXQ0qt</a>",3 Dec 2018,161
431,"The same Congress leaders who are calling TRS the BJP’s B-team were calling JD(S) the BJP’s B-team in Karnataka, only to stitch an opportunist alliance with them after the results. 

Congress and TRS are one. Both are only interested in family politics.<a href=""https://t.co/ilWPDvX6Al"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/ilWPDvX6Al</a>",3 Dec 2018,232
432,"Congress- dynasty

TRS- dynasty 

TDP- dynasty 

AIMIM- dynasty 

These parties only care about the interests of their respective families. 

BJP cares about the people of Telangana and their wellbeing.<a href=""https://t.co/qW9FctjGqi"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/qW9FctjGqi</a>",3 Dec 2018,1.2K
433,"If there is one party that has caused and furthered agrarian distress in India, it is Congress. 

Congress took away the land of farmers and their ‘telephone banking’ ensured favourable loans to their industrialist friends. 

We are fighting this and will continue doing so.<a href=""https://t.co/lZkSQ14gXn"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/lZkSQ14gXn</a>",3 Dec 2018,285
434,"गुलाब का फूल लगाकर घूमने वाले लोग बगीचे तो जानते थे, पर खेत-खलिहानों का कोई ज्ञान नहीं था। 

भाजपा की सरकारों ने किसान कल्याण के लिए अनेक कदम उठाए हैं।<a href=""https://t.co/Sb9oe8N28s"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/Sb9oe8N28s</a>",3 Dec 2018,493
435,"Tourism enhances economic prosperity. The Central Government and the Rajasthan Government have undertaken pioneering steps to make Rajasthan attractive for tourists.<a href=""https://t.co/YvXOW3eGjK"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/YvXOW3eGjK</a>",3 Dec 2018,124
436,"कांग्रेस विकास की बात तो करती नहीं है, अब वो कहती है – मोदी हिंदू धर्म के बारे में कितना जानते हैं। क्या ये चुनावी मुद्दा होना चाहिए? 

और वैसे भी, सोमनाथ मंदिर का विरोध करने से लेकर सुप्रीम कोर्ट में भगवान श्रीराम को काल्पनिक बताने तक, कांग्रेस का चरित्र जनता बखूबी जानती है।<a href=""https://t.co/TxRBrjkloq"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/TxRBrjkloq</a>",3 Dec 2018,1.4K
437,"कांग्रेस झूठ फैलाने की यूनिवर्सिटी बन गई है।

कांग्रेस में जितना झूठ बोलो, उतना बड़ा पद मिलता है।

कांग्रेस की विकास में कोई रुचि ही नहीं है।<a href=""https://t.co/DKj7OOqHB1"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/DKj7OOqHB1</a>",3 Dec 2018,658
438,"Immense fervour at the rally in Jodhpur. <a href=""/BJP4Rajasthan"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""1320141312""><s>@</s><b>BJP4Rajasthan</b></a><a href=""https://t.co/gOhbG9QGAK"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/gOhbG9QGAK</a>",3 Dec 2018,153
439,"Had an excellent meeting with President <a href=""/EmmanuelMacron"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""1976143068""><s>@</s><b>EmmanuelMacron</b></a>. We had wide ranging discussions on ways to deepen and diversify the India-France strategic partnership, particularly by enhancing trade and people-to-people ties.<a href=""https://t.co/HI043jiFm9"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/HI043jiFm9</a>",1 Dec 2018,284
440,"J'ai eu une excellente rencontre avec le Président <a href=""/EmmanuelMacron"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""1976143068""><s>@</s><b>EmmanuelMacron</b></a>. Nous avons eu de bonnes discussions sur les moyens d'approfondir et diversifier le partenariat stratégique, en particulier en augmentant des échanges commerciaux et humains.<a href=""https://t.co/pEPWqKfGEe"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/pEPWqKfGEe</a>",1 Dec 2018,149
441,"Impossible to come to Argentina and not think about football. Argentinian players are tremendously popular in India. 

Today, received this jersey from <a href=""/FIFAcom"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""140070953""><s>@</s><b>FIFAcom</b></a> President Gianni Infantino. I thank him for the kind gesture.<a href=""https://t.co/6IszG7fyFC"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/6IszG7fyFC</a>",1 Dec 2018,799
442,"Meeting a valued friend from the Caribbean. 

PM <a href=""/AndrewHolnessJM"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""382671909""><s>@</s><b>AndrewHolnessJM</b></a> and I discussed sectors such as energy and climate change during our interaction. We look forward to closer ties with Jamaica.<a href=""https://t.co/HgM7HPkUsg"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/HgM7HPkUsg</a>",1 Dec 2018,143
443,"Excellent meeting with PM <a href=""/sanchezcastejon"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""68740712""><s>@</s><b>sanchezcastejon</b></a>. There is great potential in India-Spain cooperation, particularly in areas relating to <a href=""/makeinindia"" class=""twitter-atreply pretty-link js-nav"" dir=""ltr"" data-mentioned-user-id=""2785480981""><s>@</s><b>makeinindia</b></a> and urban development. We also discussed avenues to deepen cultural ties between our nations.<a href=""https://t.co/izg1g5ZErr"" class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"">pic.twitter.com/izg1g5ZErr</a>",1 Dec 2018,185
